" S&P, as expected, did not upgrade India from BBB-, but at the same time forecast a robust economic growth over the next two years. S&P and Moody's are on the same page but different ratings on India. Here's what happened and why It was a shot in the arm for Prime Minister Narendra Modi when after 14 years Moodys upgraded Indias credit rating to Baa2 from the lowest investment grade of Baa3. But its timing was not only questioned but called premature, with analysts speculating that the other two S&P and Fitch of the Big Three credit rating agencies will not follow the suit. S&P, as expected, did not upgrade India from BBB-, but at the same time forecast a robust economic growth over the next two years. A reversal in low oil prices have raised risks to the economys fiscal, inflation and current account dynamics. We dont think the other two global rating agencies Fitch and S&P will follow-up in a hurry, based on their cautious rhetoric, mainly drawing attention to the weak fiscal (state and central government), DBS Group had said in a note last week after Moodys upgrade. Moodys justified its upgrade by saying that even as some reforms remain at the design stage, those implemented to date will support Indias strong growth potential and help improve global competitiveness to enhance the economys shock absorption capacity. S&P, too, welcomed recent actions such as the GST and Bank recapitalisation. The reading of both Moodys and S&P come on the same page that the Narendra Modi government is capable of taking tough decisions, which have had short-term disruptions but is going to have long-term benefits. Moodys, anticipating the long-term benefits, upgraded Indias rating, S&P chose the wait and watch policy which is exactly what analysts have saying given the botched demonetisation program and the imposition the GST that have left the economyespecially the lowest rungswrithing. Interestingly, S&P did not show much apprehension about the rising crude oil prices, but rather lauded India for maintaining record foreign exchange reserves to cover for international shocks. Niether did Moodys, who said, that the rise in Foreign Direct Investment and Forex, Indias external vulnerability is expected to be low. Low income and fiscal slippage were the concerns raised by both. India has long frowned at the rating agencies for not upgrading the country, and rather favouring China. India has also long lobbied for a rating upgrade, which hasnt nudged S&P yet. On this glass half-full and half-empty situation, the Finance Ministrys reaction is worth noting. Finance Minister Arun Jaitley welcomed Moodys upgrade saying, it was a belated recognition of positive steps taken by the government, while on S&P rating the Finance Ministry said, it was cautious. Historically, S&P has maintained a conservative approach to rating upgrade as compared to Moodys, this is the defence of the government, but with S&P keeping on hold Indias rating, analysts stand vindicated. Nomura had said that Moodys rating upgrade was a welcome surprise but their bias was that the rating agency will likely wait for the governments fiscal position to actually improve before making any changes. Now all eyes are on Fitch Ratings, which also currently rates India at BBB-minus with a stable outlook, in line with S&Ps ratings. ","But its timing was not only questioned but called premature, with analysts speculating that the other two S&P and Fitch of the Big Three credit rating agencies will not follow the suit. India has also long lobbied for a rating upgrade, which hasnt nudged S&P yet. Niether did Moodys, who said, that the rise in Foreign Direct Investment and Forex, Indias external vulnerability is expected to be low. On this glass half-full and half-empty situation, the Finance Ministrys reaction is worth noting. S&P, too, welcomed recent actions such as the GST and Bank recapitalisation.",542,94,"[u'india', u'indias', u'ratings', u'rating', u'rates', u'fiscal', u'moody', u'moodys', u'upgraded', u'shock', u'shocks', u'upgrade', u'upgrading', u'government', u'governments', u'minister', u'welcomed', u'welcome', u'ministrys', u'ministry', u'investment', u'long', u'foreign', u'improve', u'growth', u'tough', u'raised', u'demonetisation', u'finance', u'global', u'analysts', u'oil', u'cautious', u'benefits', u'mainly', u'drawing', u'rungswrithing']","['rating', 'moodys', 'upgrade', 'india', 'indias', 'did', 'fiscal', 'government', 'long', 'said', 'agencies', 'analysts', 'bbb', 'expected', 'finance', 'fitch', 'growth', 'low', 'ratings']",37,19,124,17,0.14804291725158691
" World stock markets advanced for a seventh straight session and the dollar strengthened on Friday, buoyed by a round of U.S. economic data highlighted by the monthly payrolls report. Wall Street also received a boost from a 2.61 percent gain in shares of Apple Inc, a day after the iPhone maker reported quarterly results. U.S. job growth accelerated in October after hurricane-related disruptions in the prior month, but a sharp slowdown in annual wage gains and surge in the number of people dropping out of the work force cast a cloud over the labor market. ""If there's one thing I would focus on is the fact you're really not seeing the wage inflation. I don't necessarily think this is enough to change the calculus for the Fed in December, but people will clearly be watching next month's report,"" said Heidi Learner, chief economist at Savills Studley, Savills Plc, New York. ""The wage numbers are becoming increasingly more important than the monthly payrolls number itself."" Traders see a 90.2 percent chance of a rate hike at the central bank's next meeting, according to Thomson Reuters data. Apple gave the biggest boost to each of the major Wall Street indexes after its stronger-than-expected results on Thursday offered a rosy forecast for the holiday shopping season. Long, snaking lines formed outside the company's stores in Asia and Europe on Friday as fans flocked to buy the new iPhone X, and the U.S. company, the largest by market capitalization, moved closer to a $1 trillion valuation. With 406 of S&P 500 companies having reported earnings, 72.4 percent have topped Wall Street expectations, according to Thomson Reuters data, in line with the 72 percent average over the past four quarters. The current growth estimate for the quarter stands at 8 percent. The Dow Jones Industrial Average rose 22.96 points, or 0.1 percent, to 23,539.22, the S&P 500 gained 7.99 points, or 0.31 percent, to 2,587.84 and the Nasdaq Composite added 49.49 points, or 0.74 percent, to 6,764.44. For the week, the Dow rose 0.45 percent, the S&P gained 0.26 percent and the Nasdaq climbed 0.94 percent. The Dow and S&P have risen for eight straight weeks and the Nasdaq has climbed six weeks in a row. European shares closed higher on firmer tech stocks and carmakers, though gains were limited as earnings weighed on shares of French bank Societe Generale and Dutch telecoms company Altice. The pan-European FTSEurofirst 300 index rose 0.27 percent and was up 0.7 percent for the week. MSCI's gauge of stocks across the globe gained 0.08 percent. The dollar was set for its best week of the year after data on U.S. manufacturing and services reversed the currency's drop following the payrolls report. Factory goods orders increased 1.4 percent as demand for a 7range of goods rose, the Commerce Department said. Orders increased by an unrevised 1.2 percent in August. The dollar index rose 0.27 percent, with the euro down 0.43 percent to $1.1606. Benchmark 10-year notes last rose 4/32 in price to yield 2.3343 percent, from 2.349 percent late Thursday. ","For the week, the Dow rose 0.45 percent, the S&P gained 0.26 percent and the Nasdaq climbed 0.94 percent. European shares closed higher on firmer tech stocks and carmakers, though gains were limited as earnings weighed on shares of French bank Societe Generale and Dutch telecoms company Altice. Benchmark 10-year notes last rose 4/32 in price to yield 2.3343 percent, from 2.349 percent late Thursday. Orders increased by an unrevised 1.2 percent in August. Traders see a 90.2 percent chance of a rate hike at the central bank's next meeting, according to Thomson Reuters data. I don't necessarily think this is enough to change the calculus for the Fed in December, but people will clearly be watching next month's report,"" said Heidi Learner, chief economist at Savills Studley, Savills Plc, New York.",510,132,"[u'report', u'reported', u'percent', u'gain', u'growth', u'data', u'rose', u'market', u'european', u'stock', u'markets', u'bank', u'straight', u'week', u'weeks', u'wall', u'wage', u'gains', u'said', u'stocks', u'indexes', u'index', u'gained', u'new', u'company', u'companies', u'dropping', u'drop', u'force', u'year', u'expectations', u'payrolls', u'societe', u'street', u'earnings', u'formed', u'shopping']","['percent', 'rose', 'data', 'company', 'dollar', 'dow', 'gained', 'nasdaq', 'payrolls', 'points', 'report', 'shares', 'street', 'wage', 'wall', 'week', '22', '27', '49']",37,19,108,19,0.1242520809173584
" Former Yahoo Chief Executive Marissa Mayer apologised on Wednesday for two massive data breaches at the internet company, blaming Russian agents for at least one of them, at a hearing on the growing number of cyber attacks on major U.S. companies. ""As CEO, these thefts occurred during my tenure, and I want to sincerely apologise to each and every one of our users,"" she told the Senate Commerce Committee, testifying alongside the interim and former CEOs of Equifax Inc and a senior Verizon Communications Inc executive. ""Unfortunately, while all our measures helped Yahoo successfully defend against the barrage of attacks by both private and state-sponsored hackers, Russian agents intruded on our systems and stole our users' data."" Verizon, the largest U.S. wireless operator, acquired most of Yahoo Inc's assets in June, the same month Mayer stepped down. Verizon disclosed last month that a 2013 Yahoo data breach affected all 3 billion of its accounts, compared with an estimate of more than 1 billion disclosed in December. In March, federal prosecutors charged two Russian intelligence agents and two hackers with masterminding a 2014 theft of 500 million Yahoo accounts, the first time the U.S. government has criminally charged Russian spies for cyber crimes. Those charges came amid controversy relating to alleged Kremlin-backed hacking of the 2016 U.S. presidential election and possible links between Russian figures and associates of President Donald Trump. Russia has denied trying to influence the U.S. election in any way. Special Agent Jack Bennett of the FBI's San Francisco Division said in March the 2013 breach was unrelated and that an investigation of the larger incident was continuing. Mayer later said under questioning that she did not know if Russians were responsible for the 2013 breach, but earlier spoke of state-sponsored attacks. Senator John Thune, a Republican who chairs the Commerce Committee, asked Mayer on Wednesday why it took three years to identify the data breach or properly gauge its size. Mayer said Yahoo has not been able to identify how the 2013 intrusion occurred and that the company did not learn of the incident until the U.S. government presented data to Yahoo in November 2016. She said even ""robust"" defences are not enough to defend against state-sponsored attacks and compared the fight with hackers to an ""arms race."" Yahoo required users to change passwords and took new steps to make data more secure, Mayer said. ""We now know that Russian intelligence officers and state-sponsored hackers were responsible for highly complex and sophisticated attacks on Yahoo's systems,"" Mayer said. She said ""really aggressive"" pursuit of hackers was needed to discourage the efforts, and that even the most well-defended companies ""could fall victim to these crimes."" The current and former chief executives of credit bureau Equifax, which disclosed in September that a data breach affected as many as 145.5 million U.S. consumers, said they did not know who was responsible for the attack. Senator Bill Nelson said ""only stiffer enforcement and stringent penalties will help incentivize companies to properly safeguard consumer information."" Thune told reporters after the hearing the Equifax data breach had created ""additional momentum"" for Congress to approve legislation. He said Mayer's testimony was ""important in shaping our future reactions."" The Senate Commerce Committee took the unusual step of subpoenaing Mayer to testify on Oct. 25 after a representative for Mayer declined multiple requests for her voluntarily testimony. A representative for Mayer said on Tuesday she was appearing voluntarily. ","Former Yahoo Chief Executive Marissa Mayer apologised on Wednesday for two massive data breaches at the internet company, blaming Russian agents for at least one of them, at a hearing on the growing number of cyber attacks on major U.S. companies. He said Mayer's testimony was ""important in shaping our future reactions."" Verizon disclosed last month that a 2013 Yahoo data breach affected all 3 billion of its accounts, compared with an estimate of more than 1 billion disclosed in December. Russia has denied trying to influence the U.S. election in any way. Mayer later said under questioning that she did not know if Russians were responsible for the 2013 breach, but earlier spoke of state-sponsored attacks.",572,117,"[u'mayer', u'yahoo', u'data', u'russians', u'russian', u'agents', u'said', u'agent', u'verizon', u'attacks', u'attack', u'charged', u'charges', u'company', u'companies', u'committee', u'occurred', u'voluntarily', u'additional', u'operator', u'thune', u'executive', u'executives', u'stepped', u'steps', u'step', u'intelligence', u'donald', u'kremlin', u'trump', u'helped', u'help', u'senate', u'senator', u'consumers', u'consumer', u'controversy', u'federal']","['mayer', 'said', 'yahoo', 'data', 'breach', 'russian', 'attacks', 'hackers', '2013', 'sponsored', 'state', 'agents', 'commerce', 'committee', 'companies', 'did', 'disclosed', 'equifax', 'know']",38,19,113,26,0.12161803245544434
" MANCHESTER: Zlatan Ibrahimovic is in contention to make his first Manchester United start in seven months this Saturday after completing his comeback from a career-threatening knee injury. The striker enjoyed an impressive first season at Old Trafford following his free transfer from Paris Saint-Germain in July 2016, only for it to be cut short by cruciate knee ligament damage sustained in a Europa League quarter-final victory over Anderlecht in April. Both Ibrahimovic and defender Marcos Rojo, who suffered a similar injury in the same match, have now fully recovered from their injuries and could play a key role as United host Brighton in the Premier League this weekend. Former Sweden international Ibrahimovic, 36, has appeared as a substitute in each of United's past two matches, coming on as Newcastle were beaten 4-1 at Old Trafford last Saturday, and again on Wednesday in a 1-0 Champions League defeat by Basel in Switzerland. Rojo made his comeback by featuring at centre-back against Basel and is likely to be asked to play there again on Saturday as Phil Jones has a thigh injury and fellow defender Eric Bailly is struggling to recover from a knock. ""I think Marcos could have been playing a couple of weeks ago,"" said United manager Mourinho. ""We didn't need to rush him, push him into that situation, but he has been training with the team for quite a long time. ""We need him with no Jones. We need Marcos back to give us the stability."" Despite those defensive concerns, Mourinho is close to having a full-strength squad for the first time in months, with Paul Pogba feeling his way back to full fitness following a serious hamstring problem. The France midfielder scored on his comeback against Newcastle after two months out of action, but faded after a good start against Basel. With a glut of fixtures coming up, Mourinho made seven changes to his starting line-up in Switzerland, with only Pogba, Anthony Martial, Chris Smalling and Romelu Lukaku remaining from the team that started against Newcastle. More changes are certain this weekend as the manager attempts to keep his players fresh. Brighton manager Chris Hughton is expecting the United side to be rejigged and is not ruling out Mourinho's men for the title, even though they are eight points adrift of Manchester City. ""Without being detrimental to the other teams in the top six, most people see the two Manchester teams as the strongest,"" he said. ""Both have recruited very well and have big star players. ""Ibrahimovic and certainly Pogba are a massive boost for them to have back at this stage of the season. They are both big teams and are showing that."" ""You can't go there with fear because if you do, it is inevitable what will happen,"" he said. ""You have to go there with a belief and a confidence that you can get something."" ","They are both big teams and are showing that."" ""I think Marcos could have been playing a couple of weeks ago,"" said United manager Mourinho. MANCHESTER: Zlatan Ibrahimovic is in contention to make his first Manchester United start in seven months this Saturday after completing his comeback from a career-threatening knee injury. ""We need him with no Jones. ""You have to go there with a belief and a confidence that you can get something."" ""Ibrahimovic and certainly Pogba are a massive boost for them to have back at this stage of the season. Former Sweden international Ibrahimovic, 36, has appeared as a substitute in each of United's past two matches, coming on as Newcastle were beaten 4-1 at Old Trafford last Saturday, and again on Wednesday in a 1-0 Champions League defeat by Basel in Switzerland.",480,136,"[u'league', u'pogba', u'marcos', u'manager', u'knee', u'chris', u'united', u'start', u'manchester', u'injury', u'injuries', u'defender', u'midfielder', u'saint', u'lukaku', u'seven', u'coming', u'starting', u'started', u'ibrahimovic', u'trafford', u'following', u'players']","['united', 'ibrahimovic', 'manchester', 'mourinho', 'basel', 'comeback', 'injury', 'league', 'manager', 'marcos', 'months', 'need', 'newcastle', 'pogba', 'said', 'saturday']",23,16,54,22,0.1019887924194336
" PARIS: Arsene Wenger's Arsenal secured top spot in Europa League Group H on Thursday despite slumping to a 1-0 defeat at Cologne, while AC Milan reached the last 32 by thrashing Austria Vienna. Frenchman Wenger made 11 changes to the team that beat Tottenham Hotspur in last weekend's north London derby, with starts handed to Olivier Giroud, Jack Wilshere and Danny Welbeck. But the Gunners succumbed to a 62nd-minute penalty from Sehrou Guirassy after the French striker tumbled to ground inside the area under a challenge from Mathieu Debuchy. Cologne, winless through 12 Bundesliga matches this season, climbed to second with one match to play, as a 0-0 draw between BATE Borisov and Red Star Belgrade in Belarus confirmed Arsenal's status as group winners. ""We've lost a game in which Cologne had one shot on goal other than the penalty,"" said Wenger. ""We were always missing that little something to get the goal. Cologne defended with spirit and for them it's turned out to be the perfect night."" Seven-time European champions Milan wrapped up first place in Group D with a 5-1 win over Austria Vienna at the San Siro. Christoph Monschein put the visitors ahead in Italy, but Vincenzo Montella's team roared back with Andre Silva and Patrick Cutrone both netting twice along with a goal from Ricardo Rodriguez. Atalanta sealed their spot in the knockout phase as Bryan Cristante and Andreas Cornelius notched two goals apiece to thump a listless Everton 5-1 at Goodison Park. Robin Gosens added another with a terrific dipping volley, with Sandro Ramirez scoring his first Everton goal as the Toffees crashed to a fourth defeat in five group outings. ""There was nothing riding on the game, but it's our pride. It's not nice to lose games. It's very disappointing and upsetting,"" Everton captain Wayne Rooney told BT Sport. Nabil Fekir notched his 13th goal of the season for Lyon in a 4-0 rout of Cypriots Apollon Limassol as the French side joined Atalanta in advancing from Group E. Mario Balotelli scored twice as Nice moved into the last 32 following a 3-1 victory over Zulte Waregem of Belgium, with Lazio dropping their first points in Group K after a 1-1 draw at home to Vitesse Arnhem. Marseille snatched a 93rd-minute equaliser courtesy of an own goal from Wilfried Moke in a 1-1 draw at Konyaspor to stay ahead of their Turkish opponents in the race for second behind Salzburg, 3-0 winners over Vitoria Guimaraes, in Group I. ""Miracles don't happen by chance,"" said Marseille coach Rudi Garcia, whose side saw Jordan Amavi dismissed 10 minutes from time. ""Like in the last match, the team believed in itself until the end despite being a man down."" Villarreal progressed to the knockout stages as Democratic Republic of Congo striker Cedric Bakambu netted a brace to seal a 3-2 victory over Astana in Kazakhstan. Surprise Swedish side Ostersund -- coached by Englishman Graham Potter -- extended their run in Europe into the New Year with a 2-0 home win over Ukrainians Zorya Luhansk. Veteran Spain striker Aritz Aduriz scored two penalties in Athletic Bilbao's 3-2 win over Hertha Berlin to leave the Basque club with their fate in their own hands heading into the final round of fixtures. ","Nabil Fekir notched his 13th goal of the season for Lyon in a 4-0 rout of Cypriots Apollon Limassol as the French side joined Atalanta in advancing from Group E. Mario Balotelli scored twice as Nice moved into the last 32 following a 3-1 victory over Zulte Waregem of Belgium, with Lazio dropping their first points in Group K after a 1-1 draw at home to Vitesse Arnhem. ""There was nothing riding on the game, but it's our pride. ""We were always missing that little something to get the goal. It's very disappointing and upsetting,"" Everton captain Wayne Rooney told BT Sport.",542,102,"[u'striker', u'cologne', u'everton', u'arsene', u'arsenal', u'despite', u'marseille', u'scoring', u'scored', u'atalanta', u'said', u'group', u'milan', u'time', u'coach', u'coached', u'goal', u'goals', u'ahead', u'surprise', u'apollon', u'handed', u'hands', u'star', u'team', u'tottenham', u'dipping', u'knockout', u'london', u'minutes', u'wenger', u'christoph', u'graham', u'potter', u'giroud', u'siro', u'jack', u'park', u'gosens', u'rodriguez', u'cornelius', u'nabil', u'robin', u'winners']","['group', 'goal', 'cologne', 'draw', 'everton', 'striker', 'team', 'wenger', 'win', '32', 'ahead', 'arsenal', 'atalanta', 'austria', 'defeat', 'despite', 'french', 'game', 'home']",44,19,80,12,0.12891292572021484
" NEW YORK: Undefeated champion Deontay Wilder knocked out Bermane Stiverne in devastating fashion with one second left in the opening round to retain his WBC heavyweight championship on Saturday night. The 32-year-old Wilder delivered an explosive performance as he floored Stiverne two times in the opening round before finishing it off with a punishing right-left to the head as the defenceless challenger was pinned against the ropes. Stiverne, of Canada, then slumped to the canvas and stayed motionless for some time before being helped up and into a chair where he was examined by the ring doctor at the Barclays Center arena in New York. ""I know I am the best. I just want to prove that I am the best,"" said Wilder. Wilder was the heavy favourite going into the fight as he improved to 39-0 with 38 knockouts in the sixth defence of his title. It was his second win over the 39-year-old Stiverne who came into the rematch 15 pounds heavier and had fought just once since losing to Wilder in January 2015. Wilder hopes this win will land him a super fight with Anthony Joshua in a heavyweight showdown the boxing world is dying to see. British star Joshua is the reigning IBF and WBA heavyweight champ. On the undercard, Kazakhstan's Sergey Lipinets claimed the vacant IBF junior welterweight title with a unanimous decision victory over Akihiro Kondo of Japan. Lipinets improved to 13-0 with 10 KOs as he won on all three judges' scorecards, 118-110, 117-111 and 117-111. Kondo, the third ranked challenger with a career record of 29-6-1 coming into the bout, was fighting for his first world title in his debut fight on American soil. ","Wilder was the heavy favourite going into the fight as he improved to 39-0 with 38 knockouts in the sixth defence of his title. ""I know I am the best. Lipinets improved to 13-0 with 10 KOs as he won on all three judges' scorecards, 118-110, 117-111 and 117-111. NEW YORK: Undefeated champion Deontay Wilder knocked out Bermane Stiverne in devastating fashion with one second left in the opening round to retain his WBC heavyweight championship on Saturday night. British star Joshua is the reigning IBF and WBA heavyweight champ. It was his second win over the 39-year-old Stiverne who came into the rematch 15 pounds heavier and had fought just once since losing to Wilder in January 2015.",282,119,"[u'heavyweight', u'wilder', u'lipinets', u'stiverne', u'ibf', u'center', u'decision', u'fight', u'fighting', u'pounds', u'favourite', u'challenger', u'joshua', u'star', u'right', u'second', u'left']","['wilder', 'stiverne', 'fight', 'heavyweight', 'title', '111', '117', '39', 'best']",17,9,36,16,0.04939699172973633
" GUWAHATI: There was no stopping the Indian juggernaut at the AIBA Youth women's World Boxing Championships as three of home pugilists entered the finals on Friday. Jyoti Gulia (51kg), Shashi Chopra (57kg) and Ankushita Boro (64kg) claimed contrasting victories to enter the summit clashes of their respective weight categories in front of a packed arena. However, in the +81kg category, Neha Yadav, who had got direct entry into the semifinals due to the small size of the draw, was outpunched by Kazakhstan's Dina Islambekova, ending the Indian's campaign with a bronze medal. Jyoti opened the proceedings for the home contingent and defeated Kazakhstan's Zhansaya Abdraimova. In a draining slugfest, Jyoti emerged triumphant in a split verdict. The Indian stood out for her sheer tenacity against Abdraimova, who was unrelenting with her attacks but struggled to connect due to Jyoti's shell guard. Jyoti will be up against Russia's very impressive Ekaterina Molchanova in the final. Molchanova sailed past Japan's Rinka Kinoshita. Next up was Shashi against Mongolia's Namun Monkhor in a bout that was fought on defensive tactics. The first three minutes were spent getting a measure of each other before Shashi decided to go on the offensive in the second round. The dividends were instant for her as Monkhor faced a standing eight count. Monkhor too upped the ante in the final round but Shashi took advantage of her longer reach to connect some clean straights and fetch a unanimous verdict. Shashi will face Vietnam's Do Hong Ngoc in the final on Sunday. Walking in to the loudest cheer was local favourite was Ankushita Boro (64kg) against Thailand's Thanchnok Saksri. Boro did not have an easy opponent in Saksri, who was quick to exploit the defensive lapses committed by the Indian in the opening three minutes. But Boro raised the intensity in the second and third round to swing the contest in her favour and enter the summit clash. ","Jyoti Gulia (51kg), Shashi Chopra (57kg) and Ankushita Boro (64kg) claimed contrasting victories to enter the summit clashes of their respective weight categories in front of a packed arena. The Indian stood out for her sheer tenacity against Abdraimova, who was unrelenting with her attacks but struggled to connect due to Jyoti's shell guard. Next up was Shashi against Mongolia's Namun Monkhor in a bout that was fought on defensive tactics. Molchanova sailed past Japan's Rinka Kinoshita. Shashi will face Vietnam's Do Hong Ngoc in the final on Sunday. In a draining slugfest, Jyoti emerged triumphant in a split verdict.",319,100,"[u'jyoti', u'shashi', u'monkhor', u'boro', u'verdict', u'molchanova', u'boxing', u'indian', u'islambekova', u'direct', u'contrasting', u'youth', u'defensive', u'lapses', u'home', u'pugilists', u'neha', u'weight', u'faced', u'face', u'saksri']","['jyoti', 'shashi', 'boro', 'indian', 'final', 'monkhor', 'round', '64kg', 'abdraimova', 'ankushita', 'connect', 'defensive', 'enter']",21,13,43,16,0.07790493965148926
" The International Monetary Fund issued a warning to Venezuela on Friday for failing to provide the institution with economic data on time and gave it six months to address the lack of some statistics. The decision was not unanimous with Russia objecting to the move and others abstaining, according to two sources familiar with the IMF board discussion. The sources, speaking on condition of anonymity, said that if the Venezuela did not improve the flow of data, the IMF could issue a ""declaration of censure"" under Article 8 of the fund's rules on furnishing of information. An IMF statement said Venezuela was late on data related to the operations of the social security institute, and total exports and imports of merchandise. The data is used as part of the IMF's monitoring of economies around the world. The IMF complained last month that projecting an economic outlook for Venezuela was complicated by long gaps in receiving data from the government and data was often incomplete. The IMF finding, although unrelated to an announcement on Thursday by Venezuelan President Nicolas Maduro that he wants to restructure the country's foreign debt, comes as investors worry the government is on the verge of a default. The country is locked in a bruising economic crisis that has sparked a wave of protests against Maduro's government amid calls by the international community for political mediation. Maduro on Thursday vowed to make a $1.1. billion payment on a maturing bond but also created a commission to study the restructuring of payments. The cash-strapped government invited bondholders to a Nov. 13 meeting in Caracas, although some have indicated they were first waiting to see whether the South American OPEC nation makes the $1.1. billion payment and another due next week. Venezuela, which was a founding member of the fund in 1946, remains a voting member of the IMF, but it has not had any formal engagement with the international institution for more than a decade. The IMF conducted its last economic review of Venezuela's economy in 2004. The IMF said it was ""hopeful"" that its decision will encourage Venezuela to re-engage with the IMF by making the data available. ","The IMF complained last month that projecting an economic outlook for Venezuela was complicated by long gaps in receiving data from the government and data was often incomplete. Maduro on Thursday vowed to make a $1.1. billion payment and another due next week. The cash-strapped government invited bondholders to a Nov. 13 meeting in Caracas, although some have indicated they were first waiting to see whether the South American OPEC nation makes the $1.1. The country is locked in a bruising economic crisis that has sparked a wave of protests against Maduro's government amid calls by the international community for political mediation.",361,102,"[u'imf', u'economic', u'data', u'said', u'government', u'international', u'venezuela', u'sources', u'debt', u'member', u'american', u'opec', u'nation', u'mediation', u'president']","['imf', 'data', 'venezuela', 'economic', 'government', 'fund', 'international', 'maduro', 'said', 'billion', 'country', 'decision', 'institution']",15,13,52,14,0.10634899139404297
" A planned $1 billion Apple data centre is in doubt after Irish Prime Minister Leo Varadkar said the U.S. company's Chief Executive Tim Cook would no longer commit to it, adding that Dublin would do whatever necessary to get it built. Apple announced plans in February 2015 to build the facility in a rural location in the west of Ireland to take advantage of green energy sources nearby, but the project has faced a two-year delay due to planning objections. In a meeting on Thursday, Cook did not commit to going ahead with it, Varadkar told state broadcaster RTE. ""We didn't get a start date, or a definite commitment or anything like that,"" said Varadkar, who is on a tour of the United States to meet investors, adding he had told Cook that the government would do ""anything within our power"" to facilitate the resumption of the project. Ireland relies on foreign multinational companies like Apple for the creation of one in every 10 jobs across the economy and sees major investments such as data centres as a means of securing their presence in the country. Apple did not respond to an e-mail query asking about whether it was committed to the project. A similar Apple centre announced at the same time in Denmark is due to begin operations later this year and Apple in July announced it would build its second EU data centre there. The government has said it is considering amending its planning laws to include data centres as strategic infrastructure, thus allowing them to get through the planning process much more quickly. ","""We didn't get a start date, or a definite commitment or anything like that,"" said Varadkar, who is on a tour of the United States to meet investors, adding he had told Cook that the government would do ""anything within our power"" to facilitate the resumption of the project. A similar Apple centre announced at the same time in Denmark is due to begin operations later this year and Apple in July announced it would build its second EU data centre there. In a meeting on Thursday, Cook did not commit to going ahead with it, Varadkar told state broadcaster RTE.",266,101,"[u'apple', u'planned', u'planning', u'announced', u'plans', u'states', u'cook', u'varadkar', u'told', u'state', u'major', u'ireland', u'investors', u'query', u'commit', u'commitment', u'committed', u'operations']","['apple', 'data', 'announced', 'centre', 'cook', 'planning', 'project', 'said', 'varadkar']",18,9,37,13,0.0727851390838623
" The euro slipped on Tuesday but stayed within recent trading ranges, as recent economic data surpassed market expectations, making investors wary of pushing the single currency lower. Investor sentiment towards Germany climbed to a record high, Monday's data showed, as the euro zone's largest economy fueled a brisk economic recovery in the region, and region-wide growth was robust in October, according to a survey. ""While risky assets have been robust, currency markets have been generally sidelined as there are very little event risks on the horizon and until we see a big surprise in economic data, currency markets will be trapped in tight ranges,"" said Thu Lan Nguyen, a FX strategist at Commerzbank AG in Frankfurt. The euro edged 0.2 percent lower to $1.1591 in early trades. Trading ranges in the single currency have become narrower since the European Central Bank said on Oct. 26 it was cutting back its monthly bond purchases, with the euro remaining in a half percent daily trading range against the dollar. However, in the general risk-on environment emerging-market currencies saw some flows as carry trades regained favour. The Brazilian real rose 2 percent on Monday, its biggest-single-day rise in nearly six months, and the Indonesia rupiah pushed higher. The dollar index gained against a basket of six major currencies to 94.913, nearing a 10-day peak of 95.077 reached on Monday. The dollar had been solid after strong U.S. services and factory data released before the weekend backed expectations that the Federal Reserve will raise interest rates next month and tighten further in 2018. Australia's central bank on Tuesday left its cash rate at a record-low 1.5 percent, and it looked likely to remain sidelined for months, with inflation low and debt-laden consumers cautious . The Australian dollar was little changed at $0.7665 after gaining about 0.5 percent on Monday against a stronger U.S. dollar. ","Trading ranges in the single currency have become narrower since the European Central Bank said on Oct. 26 it was cutting back its monthly bond purchases, with the euro remaining in a half percent daily trading range against the dollar. Investor sentiment towards Germany climbed to a record high, Monday's data showed, as the euro zone's largest economy fueled a brisk economic recovery in the region, and region-wide growth was robust in October, according to a survey. The dollar index gained against a basket of six major currencies to 94.913, nearing a 10-day peak of 95.077 reached on Monday. However, in the general risk-on environment emerging-market currencies saw some flows as carry trades regained favour.",310,115,"[u'currencies', u'percent', u'trading', u'trades', u'single', u'currency', u'economic', u'data', u'euro', u'investors', u'investor', u'market', u'markets', u'day', u'bond', u'economy', u'low', u'said', u'expectations', u'pushing', u'index', u'rupiah', u'pushed', u'dollar']","['dollar', 'percent', 'currency', 'data', 'euro', 'monday', 'economic', 'ranges', 'single', 'trading', 'bank', 'central', 'currencies']",24,13,68,19,0.07669997215270996
